"paper_type","revenue","account_id","account_manager","account_name","business_size","cancelled_at","days_to_close","days_to_ship","discount","index","order_id","payment_cycle","price","product_id","product_name","purchased_at","quantity","rating","returned_at","review","reviewed_at","shipping_address","shipping_city","shipping_cost","shipping_latitude","shipping_longitude","shipping_mode","shipping_region","shipping_state","shipping_zip","status","order_contact_name","order_contact_email"
"Multipurpose",5279.2,"60906229fc13ae0a6b000064","Phyllis Vance","Mosciski Ltd",789,2021-02-23 09:56:31.000,91,,6.6,9,"8a0f8c05-0d25-4477-90b7-2678351b1db1",,65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-12-24 04:32:53.000,80,,,,,"7624 Village Crossing","Carrollberg",,40.637417,-85.945821,,"Northeast","NJ",46911,"CANCELLED","Kid Cat Cat","kid cat@mosciski.com"
"Printer",2790.8999999999996,"60906229fc13ae0a6b0002d4","Stanley Hudson","Hill-Kutch",952,,51,4,,6,"8a1c4705-63b6-4a3d-84d7-1c172f471f06","BIWEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-01-18 09:38:52.000,210,3,,"Pretty good. The salesperson was not well prepared and couldn't answer many of our questions.",2021-02-02 12:31:40.000,"4 7th Parkway","Kodyville",100,40.770444,-111.901105,"EXPRESS","South","AL",84272,"COMPLETED","Mallary Duck","mallary@hill-kutch.com"
"Cardstock",5156.7,"60906229fc13ae0a6b0001f9","Dwight Schrute","Towne and Sons",1733,,132,1,13.75,13,"8a43d4ca-2ff7-438c-ad58-4da73a05b556","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-08-01 16:31:20.000,30,1,,"I said I wanted to order just 1 purchase to try things out and the account manager ""accidentally"" charged us for 100. After hours of being put on hold, we finally got the surcharge removed.",2021-08-20 08:36:08.000,"51 Elka Drive","Willowmouth",100,39.457212,-86.43328,"EXPRESS","Midwest","IN",46153,"COMPLETED","Lucha Bird","lucha@towne.com"
"Printer",923.3,"60906229fc13ae0a6b0002f9","Phyllis Vance","Balistreri-Wilderman",633,,127,5,,13,"8a7c2908-b2d0-474b-bb83-5aad730b0d10","WEEK",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-12-27 23:33:45.000,70,5,,"The customer service is fantastic. I can always trust that Dunder Mifflin will take good care of us and our needs.",2022-01-27 06:16:57.000,"60 West Plaza","Davontown",,43.045865,-90.820473,"REGULAR","Midwest","OH",53878,"COMPLETED","Gwen Penguin","gwen@balistreri-wilderman.com"
"Kraft Roll",7798.7,"60906229fc13ae0a6b000197","Pam Beesly","Considine-Ryan",914,,63,3,4.8,5,"8b3861e8-a9cd-40fa-95bb-b3ba19c35b5d","WEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-04-07 21:12:58.000,130,3,,"Shipping is SO slow. They're headquartered in Scranton, so shipping anything beyond the Northeast is a drag.",2021-05-01 01:46:34.000,"614 Spaight Hill","Gleasonside",,40.84892,-114.157677,"REGULAR","Midwest","OH",89938,"COMPLETED","T-Bone Bull","t-bone@considine-ryan.com"
"Kraft Roll",8398.6,"60906229fc13ae0a6b000117","Ryan Howard","Hessel-Rau",205,,49,7,12,15,"8b58ef1a-d4e3-4509-9a0e-a0adbe42d606","MONTH",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-07-15 11:13:31.000,140,3,,"I mean... they're a paper company. What's there to get excited about?",2021-08-03 23:42:19.000,"9509 Weeping Birch Junction","Lake Tituston",100,44.808422,-73.082507,"EXPRESS","West","MT",5480,"COMPLETED","Nibbles Squirrel","nibbles@hessel-rau.com"
"Multipurpose",778.7,"60906229fc13ae0a6b00017f","Andy Bernard","Collins and Sons",768,,113,3,,4,"8b80217d-936f-4826-b194-d99d049ecd7b","WEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-11-28 16:38:44.000,130,,,,,"19319 Brentwood Lane","South Clair",,39.087625,-79.016499,"REGULAR","Northeast","NY",26821,"COMPLETED","Pecan Squirrel","pecan@collins.com"
"Multipurpose",6255.2,"60906229fc13ae0a6b0003e2","Creed Patton","Marvin, Daniel and Harvey",725,,32,3,,6,"8c47c9f4-dfaf-406a-afeb-5318553dd2c2","WEEK",78.19,"OX9001","Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",2021-09-20 06:53:40.000,80,3,,"I mean... they're a paper company. What's there to get excited about?",2021-10-20 13:36:52.000,"7 Oriole Drive","North Keyshawnmouth",100,47.45747,-116.930561,"EXPRESS","Midwest","OH",83986,"COMPLETED","Drake Duck","drake@marvin.com"
"Cardstock",73.8,"60906229fc13ae0a6b0000ad","Michael Scott","Mraz-Runte",23,,75,3,,11,"8cb4b3b2-5ac3-4055-bf0f-68de2305e986","MONTH",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-05-22 01:01:36.000,20,4,,"Overall great experience and quality! The one thing I will say is that the shipping is a bit slow compared to other vendors",2021-06-16 08:13:36.000,"16 Leroy Plaza","Caitlynmouth",,41.167313,-75.25302,"REGULAR","Northeast","NY",18326,"COMPLETED","Tex Penguin","tex@mraz-runte.com"
"Kraft Roll",8398.6,"60906229fc13ae0a6b00036a","Andy Bernard","Von-Streich",13,,62,5,11.4,13,"8d69f1c6-ea01-4544-a493-a964aff0be18","MONTH",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-07-26 21:25:32.000,140,4,,"One minor suggestion for improvement: it'd be cool if Dundler Mifflin had a shipping program similar to Amazon Prime. It would make the buying and shipping process SO much better!",2021-08-07 07:30:20.000,"2 Golf View Street","Friesenton",,41.480207,-87.333065,"REGULAR","Midwest","SD",46436,"COMPLETED","Annalise Horse","annalise@von-streich.com"
"Copy",302190,"60906229fc13ae0a6b000348","Dwight Schrute","Marquardt, Weimann and Lemke",51,,15,1,,13,"8d7ebf91-df34-4383-9242-6ba304ee3acf","MONTH",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-07-30 19:11:55.000,210,4,,"When are y'all going to offer more options?",2021-08-23 06:14:19.000,"7 Continental Center","North Reba",100,41.477559,-90.575628,"EXPRESS","Northeast","VT",61217,"COMPLETED","Velma Goat","velma@marquardt.com"
"Multipurpose",778.7,"60906229fc13ae0a6b0003cb","Ryan Howard","Schamberger, Bashirian and Lemke",281,,33,0,,1,"8d8c9f8c-084a-4c20-bca4-e3eef874f327","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-03-22 20:05:00.000,130,,,,,"32364 Knutson Court","Heidenreichshire",100,40.500795,-74.427911,"EXPRESS","Northeast","ME",9587,"COMPLETED","Merengue Rhino","merengue@schamberger.com"
"Cardstock",738,"60906229fc13ae0a6b000370","Creed Patton","Feil-Marvin",256,,8,2,,13,"8d99fb95-e11d-4043-a141-45aca7190994","MONTH",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-06-23 19:26:21.000,200,3,,"Average. Prince Paper has better shipping options and more selections.",2021-07-17 03:21:33.000,"42747 Northfield Place","Port Elnora",100,40.615333,-115.594252,"EXPRESS","Midwest","SD",89816,"COMPLETED","Friga Penguin","friga@feil-marvin.com"
"Printer",250,"60906229fc13ae0a6b000301","Erin Hannon","Ratke-Hamill",923,2021-10-28 08:45:25.000,58,,,12,"8da38cb7-40c2-46f1-9764-294cc803412f",,25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-08-20 10:40:32.000,10,,,,,"3 Elka Hill","Lake Sibyl",,40.141438,-76.023423,,"South","AL",17519,"CANCELLED","Molly Duck","molly@ratke-hamill.com"
"Printer",4000,"60906229fc13ae0a6b00001e","Dwight Schrute","Smith-Heller",673,,0,10,,7,"8e2212a5-201c-4eee-839f-f1a86eab0f2b","BIWEEK",25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-02-21 13:59:55.000,160,,,,,"2052 Sycamore Place","West Tevin",,43.141264,-75.154707,"REGULAR","West","HI",13561,"COMPLETED","Vivian Wolf","vivian@smith-heller.com"
"Kraft Roll",11398.1,"60906229fc13ae0a6b000007","Kelly Kapoor","Feeney, Lemke and Anderson",911,,63,7,0.6,15,"8ea942d7-5cc7-4663-b0de-1eb41066efc0","BIWEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-01-25 13:37:41.000,190,4,,"We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.",2021-02-12 16:01:41.000,"1 Ilene Terrace","Shieldshaven",,40.460564,-79.670009,"REGULAR","West","OR",15669,"COMPLETED","Candi Mouse","candi@feeney.com"
"Printer",132.89999999999998,"60906229fc13ae0a6b000118","Angela Martin","Wyman-Heller",64,,16,6,,2,"8ebdb540-e6fe-41a6-befe-82dab5e5e1ce","WEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-09-30 01:48:57.000,10,3,,"Pretty good. The salesperson was not well prepared and couldn't answer many of our questions.",2021-10-14 03:15:21.000,"80 Southridge Crossing","Reingerhaven",,35.083633,-98.594435,"REGULAR","South","DE",73015,"COMPLETED","Vesta Sheep","vesta@wyman-heller.com"
"Multipurpose",6539.4,"60906229fc13ae0a6b000235","Erin Hannon","Ernser, Marquardt and Brekke",958,,85,1,,6,"8ebdc4e5-3cb3-4397-82cb-4b73af50418e","ANNUAL",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-11-13 14:34:14.000,60,4,,"Love them! Took one star off because their express shipping is EXPENSIVE",2021-12-09 16:43:50.000,"0965 Butternut Drive","Colliermouth",,40.647735,-73.879477,"REGULAR","Northeast","VT",11341,"COMPLETED","Leopold Lion","leopold@ernser.com"
"Multipurpose",11878.199999999999,"60906229fc13ae0a6b0002df","Michael Scott","Nikolaus-Upton",98,2021-03-03 19:26:58.000,123,,11.22,8,"8ef67f3d-9f24-4aed-ae37-e43a3f3090ac",,65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-08-10 20:18:25.000,180,,,,,"5293 Manley Park","Durganborough",,38.864838,-77.017003,,"Northeast","RI",20355,"CANCELLED","Bitty Hippo","bitty@nikolaus-upton.com"
"Multipurpose",7918.799999999999,"60906229fc13ae0a6b000046","Dwight Schrute","Nienow, Wiza and Konopelski",204,,27,5,8.58,2,"8f2c7aa4-d923-48da-9932-06dece130c94","MONTH",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-04-23 20:58:38.000,120,2,,"The quality is just ok",2021-05-05 23:51:26.000,"34083 Golf View Hill","Arabury",,38.350719,-81.630359,"REGULAR","South","LA",25301,"COMPLETED","Mathilda Kangaroo","mathilda@nienow.com"
"Multipurpose",230009,"60906229fc13ae0a6b000357","Dwight Schrute","Cole-McCullough",2507,,126,7,,7,"8f8447c6-aad2-48f4-b98f-28f96a935a21","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-07-15 14:43:22.000,100,4,,"We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.",2021-08-04 14:14:34.000,"8786 Sundown Center","Haleyfort",,41.511239,-77.736103,"REGULAR","West","HI",17729,"COMPLETED","Pudge Cub","pudge@cole-mccullough.com"
"Cardstock",1718.8999999999999,"60906229fc13ae0a6b0003ca","Pam Beesly","Anderson, Kihn and Rolfson",2705,,54,5,30.94,3,"8fc688a3-9982-4725-8634-b0e79a4495df","ANNUAL",171.89,"3R11458","Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",2021-08-27 16:22:14.000,10,3,,"I mean... they're a paper company. What's there to get excited about?",2021-09-12 14:55:50.000,"07 Grover Park","Lake Ruthie",100,41.45182,-81.036703,"EXPRESS","South","DE",44062,"COMPLETED","Pashmina Goat","pashmina@anderson.com"
"Printer",2250,"60906229fc13ae0a6b0003a0","Meredith Palmer","Hilpert, Cruickshank and Shields",733,2021-11-09 06:55:28.000,36,,,14,"8ff661e4-d122-46a7-b76c-7d8743cdfd9a",,25,"51747084B","JAM Paper® Ledger Strathmore 24lb Paper, 11 x 17 Tabloid, Bright White Wove, 500 Sheets/Ream",2021-07-16 06:13:00.000,90,,,,,"7 Vidon Plaza","Myrticebury",,40.369458,-86.312273,,"West","HI",46039,"CANCELLED","Kyle Wolf","kyle@hilpert.com"
"Multipurpose",658.9,"60906229fc13ae0a6b000145","Meredith Palmer","Mohr-Buckridge",872,,94,7,,5,"9077cb40-dbbd-4dc8-994e-2ad56f9c8252","WEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-03-09 06:52:54.000,110,,,,,"90 Moose Place","Reedmouth",100,48.406092,-114.532766,"EXPRESS","West","CO",59996,"COMPLETED","Cube Penguin","cube@mohr-buckridge.com"
"Cardstock",184.5,"60906229fc13ae0a6b000158","Dwight Schrute","Volkman Group",961,,142,4,,2,"90ad528e-95c2-4026-bfc0-5a442733c261","ANNUAL",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-12-07 14:03:47.000,50,2,,"Rats chewed through my paper during the shipping process",2021-12-26 06:37:23.000,"2 Swallow Court","Rennertown",100,32.796402,-84.53509,"EXPRESS","South","SC",31852,"COMPLETED","Maggie Pig","maggie@volkman.com"
"Multipurpose",299011.7,"60906229fc13ae0a6b0000d2","Ryan Howard","Cummerata and Sons",4091,,105,9,,9,"90b68ed8-8971-444a-8052-b8d2a60b6da8","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-10-31 00:26:22.000,130,5,,"We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from",2021-11-22 06:55:10.000,"9771 Mayfield Pass","Hegmannchester",,41.007962,-76.811043,"REGULAR","West","CO",17847,"COMPLETED","Sprinkle Penguin","sprinkle@cummerata.com"
"Kraft Roll",4984,"60906229fc13ae0a6b000341","Meredith Palmer","Zemlak Ltd",299,,39,2,8.19,7,"910d0dc6-f21a-4007-980c-28533d4dd520","BIWEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-11-10 16:39:02.000,140,5,,"Pretty good deal",2021-11-26 21:12:38.000,"064 Little Fleur Park","Shayneport",100,40.265186,-76.882805,"EXPRESS","Midwest","KS",17190,"COMPLETED","Roscoe Horse","roscoe@zemlak.com"
"Copy",14390,"60906229fc13ae0a6b000119","Stanley Hudson","Anderson Inc",370,,31,4,,14,"91600711-4985-4b46-9db5-be0572c56998","ANNUAL",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-12-16 17:55:04.000,10,5,,"The customer service is fantastic. I can always trust that Dunder Mifflin will take good care of us and our needs.",2021-12-30 21:02:16.000,"4672 Drewry Way","New Reynold",100,40.484657,-104.900983,"EXPRESS","South","FL",80588,"COMPLETED","Bella Mouse","bella@anderson.com"
"Kraft Roll",712,"60906229fc13ae0a6b0003db","Phyllis Vance","Crist Ltd",168,,80,7,7.48,1,"9161cc99-0400-4bcd-a75e-ae7233236cba","WEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-01-12 06:21:30.000,20,5,,"Order shipped quickly and arrived in great shape",2021-01-31 14:45:30.000,"6 Fallview Place","West Viva",100,41.93858,-92.863031,"EXPRESS","West","NV",50090,"COMPLETED","Dobie Wolf","dobie@crist.com"
"Multipurpose",1018.3000000000001,"60906229fc13ae0a6b0001c0","Oscar Martinez","Heaney, Schowalter and Ritchie",418,,96,5,,9,"92256e8d-a861-4d55-9f57-28bc3773541b","BIWEEK",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-12-23 05:57:16.000,170,,,,,"26722 Sunfield Trail","Mayerton",,44.100673,-71.494074,"REGULAR","South","AL",3252,"COMPLETED","Muffy Sheep","muffy@heaney.com"
"Multipurpose",6539.4,"60906229fc13ae0a6b0000c7","Michael Scott","Dietrich LLC",414,,45,1,,5,"922db8e2-4392-4933-be0b-26bcc53da5a8","WEEK",108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-07-04 01:50:35.000,60,4,,"We're very particular about our paper at our company because we print and share reports directly to our clients. Dundler Mifflin gets the job done.",2021-07-19 22:57:47.000,"0357 Mcbride Pass","West Wilford",,44.76627,-122.499397,"REGULAR","Northeast","ME",97360,"COMPLETED","Peaches Horse","peaches@dietrich.com"
"Multipurpose",179.70000000000002,"60906229fc13ae0a6b000021","Angela Martin","Dooley-Hoppe",362,,48,2,,2,"9234e530-5fc7-42f7-bd41-402f6f156d22","ANNUAL",5.99,"HPC8511","HP Office20 Multipurpose Paper, 20 lbs., 92 Brightness, 500/Ream",2021-11-01 20:42:05.000,30,,,,,"6 Petterle Street","Hacketthaven",,39.221451,-89.544038,"REGULAR","Northeast","ME",62015,"COMPLETED","Tangy Cat","tangy@dooley-hoppe.com"
"Cardstock",147.6,"60906229fc13ae0a6b00030f","Dwight Schrute","Batz-Ernser",477,,92,6,,3,"925bae91-6f3d-4a09-9352-b6ad75419079","ANNUAL",3.69,"91335","Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",2021-02-13 17:47:45.000,40,4,,"Shipping takes forever but that's about it",2021-03-06 21:38:09.000,"1119 Ruskin Park","North Cleo",100,40.967157,-73.846339,"EXPRESS","West","NV",10710,"COMPLETED","Twiggy Bird","twiggy@batz-ernser.com"
"Printer",2392.2,"60906229fc13ae0a6b0003a7","Ryan Howard","Bayer, Veum and Kreiger",284,2021-08-25 20:50:24.000,129,,,6,"92854a86-3665-4ef3-bc5f-3468f3e7b61e",,13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-04-10 13:06:59.000,180,,,,,"52 Blaine Center","Gulgowskitown",,42.323342,-71.646236,,"South","DE",1532,"CANCELLED","Anabelle Anteater","anabelle@bayer.com"
"Multipurpose",180300,"60906229fc13ae0a6b00014c","Ryan Howard","Mayer and Sons",575,,136,1,,3,"92d9ab39-c1d4-4a62-b0d2-173fdceb2366","WEEK",1803,"TR56962-LQO","TRU RED™ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",2021-05-22 11:58:51.000,100,5,,"We've been buying from Dunder Mifflin for a few years now and each time they do not disappoint!",2021-06-11 08:37:15.000,"17731 Dexter Alley","North Alfonzoshire",100,41.477559,-90.575628,"EXPRESS","Midwest","IN",61220,"COMPLETED","Deena Duck","deena@mayer.com"
"Copy",287800,"60906229fc13ae0a6b0000d0","Kelly Kapoor","Kuvalis, Rohan and Hammes",345,,110,0,,12,"92dd74e0-6ccb-4083-a06f-198316bef3e3","MONTH",1439,"324791-LQO","Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",2021-03-05 07:03:44.000,200,4,,"The sales person helped us figure out exactly what we needed. Great service!",2021-03-20 21:27:44.000,"136 6th Lane","Vedaton",100,38.972676,-94.874826,"EXPRESS","Northeast","NJ",66259,"COMPLETED","Sprocket Ostrich","sprocket@kuvalis.com"
"Copy",1383998,"60906229fc13ae0a6b000323","Andy Bernard","Keeling-Mante",59,,86,6,,9,"93230ae2-04e9-4d4f-981f-a39154f1c745","MONTH",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-11-10 17:25:25.000,200,,"2021-11-15 9:01:25",,,"543 International Parkway","Betteborough",,34.951674,-90.146147,"REGULAR","South","MS",38681,"RETURNED","Simon Monkey","simon@keeling-mante.com"
"Printer",398.7,"60906229fc13ae0a6b0000b0","Kevin Malone","Becker PLC",704,,47,7,,14,"939d2bdb-327c-4a55-889e-96c6dd89942d","ANNUAL",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-09-11 01:07:21.000,30,3,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",2021-10-07 15:02:33.000,"551 Fordem Hill","Port Duane",,44.199973,-87.790095,"REGULAR","South","MS",54289,"COMPLETED","Dora Mouse","dora@becker.com"
"Multipurpose",391015.30000000005,"60906229fc13ae0a6b000358","Ryan Howard","Eichmann, Hermiston and Hermann",2433,,5,3,,9,"9415d207-3b55-4d22-a880-93c38eb18e53","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-12-02 15:55:11.000,170,5,,"Our CEO is rather picky and only uses this particular paper brand. Luckily, Dunder Mifflin is one of the few places that we know will always carry it!",2021-12-28 18:04:47.000,"3 Armistice Drive","Parkershire",,29.766003,-95.364364,"REGULAR","Midwest","IN",77204,"COMPLETED","Elise Monkey","elise@eichmann.com"
"Kraft Roll",10198.300000000001,"60906229fc13ae0a6b000081","Erin Hannon","Maggio, Rogahn and D'Amore",387,,121,8,13.8,9,"946f6db1-aa07-494b-be18-f7d353753cec","BIWEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-06-06 05:04:41.000,170,4,,"The one thing that keeps me coming back is the relationship that I have with my account manager. They're GREAT!",2021-06-24 14:11:53.000,"151 Bunting Lane","West Lucio",,39.528793,-80.380088,"REGULAR","West","MT",26582,"COMPLETED","Merry Cat","merry@maggio.com"
"Multipurpose",3269.7,"60906229fc13ae0a6b000366","Dwight Schrute","Dietrich, Towne and Hudson",836,2021-08-24 15:36:37.000,15,,,10,"9497aacc-ec39-49b9-8557-07ccbba80e82",,108.99,"NMP1124","Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",2021-01-21 02:47:55.000,30,,,,,"17456 Marquette Circle","North Carachester",,44.512429,-75.179673,,"Northeast","PA",13677,"CANCELLED","Jacques Bird","jacques@dietrich.com"
"Copy",691999,"60906229fc13ae0a6b000142","Meredith Palmer","Dicki, Hartmann and Stanton",885,,94,7,,12,"94c52b91-e7cf-427e-9fec-38de81a8e4c5","WEEK",6919.99,"3r02047pl","Hammermill Copy Plus Copy Paper, 92 Brightness, 20lb, 8-1/2 X 11, White, 200,000 Sheets/CT",2021-01-09 20:16:28.000,100,,"2021-01-17 0:21:16",,,"7 7th Circle","West Chester",,44.062759,-88.535773,"REGULAR","West","NV",54901,"RETURNED","Diva Frog","diva@dicki.com"
"Multipurpose",5939.099999999999,"60906229fc13ae0a6b0001c9","Kelly Kapoor","Bruen PLC",869,,102,10,7.26,9,"957e993a-c0d4-490d-b789-4d90b458fcac","WEEK",65.99,"3R02047","Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",2021-08-29 19:04:32.000,90,4,,"Overall great experience and quality! The one thing I will say is that the shipping is a bit slow compared to other vendors",2021-09-11 00:21:20.000,"64108 Waxwing Crossing","Beulahview",,35.320507,-82.600377,"REGULAR","West","AZ",28729,"COMPLETED","Whitney Wolf","whitney@bruen.com"
"Kraft Roll",6764,"60906229fc13ae0a6b000150","Angela Martin","Rosenbaum, Hickle and Bernhard",561,,23,7,1.07,6,"95a01354-338a-4794-ba74-62f233458b86","BIWEEK",35.6,"C2130240ST","Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",2021-08-15 09:08:25.000,190,3,,"Wish they had more selection. I have to order paper from various sources just to make sure that our company is completely stocked.",2021-09-01 12:44:25.000,"6 Wayridge Drive","Lake Elian",100,41.649434,-87.633572,"EXPRESS","West","MT",60862,"COMPLETED","Samson Mouse","samson@rosenbaum.com"
"Printer",2658,"60906229fc13ae0a6b000155","Kelly Kapoor","Feest, Moen and Gusikowski",774,,41,6,,11,"95b8143b-e454-4353-8dec-0c37d626fef4","BIWEEK",13.29,"191259","JAM Paper® Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",2021-10-03 06:30:23.000,200,4,,"It took a few days longer to ship than I would have expected, but otherwise a good experience",2021-10-13 18:15:59.000,"3791 Warner Center","West Dashawnberg",,39.23997,-76.67945,"REGULAR","South","MS",21227,"COMPLETED","Vivian Wolf","vivian@feest.com"
"Kraft Roll",11998,"60906229fc13ae0a6b00034b","Stanley Hudson","Rogahn Group",649,,18,6,5.4,6,"95f27c3d-81f8-4514-8539-b7bc42762bc2","BIWEEK",59.99,"310-36-40","Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",2021-07-31 11:21:04.000,200,3,,"Shipping is pretty slow",2021-08-21 19:16:16.000,"944 Golf View Pass","East Lelandmouth",100,36.946256,-121.756479,"EXPRESS","West","UT",95094,"COMPLETED","Spike Rhino","spike@rogahn.com"
"Multipurpose",230009,"60906229fc13ae0a6b00039a","Oscar Martinez","Casper Group",1812,,128,2,,6,"966e95f3-2fce-4954-a77b-a1dfe77139a7","ANNUAL",2300.09,"2700-LQO","EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2021-05-20 22:48:40.000,100,5,,"We have been loyal customers for over 10 years now and there is no other place we will ever buy paper from",2021-06-05 15:51:04.000,"857 Milwaukee Road","Lake Carolannebury",,33.658512,-87.815637,"REGULAR","Northeast","ME",35556,"COMPLETED","Beardo Bear","beardo@casper.com"
"Printer",395.7,"60906229fc13ae0a6b000386","Stanley Hudson","Bahringer, Koelpin and Mante",805,,128,6,,1,"96b219ec-6643-4c35-968c-5ce43cb74b2a","ANNUAL",13.19,"20270","Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",2021-09-17 07:07:37.000,30,3,,"Just ok",2021-10-13 14:05:13.000,"208 Schurz Drive","Rauberg",100,26.872713,-80.165712,"EXPRESS","West","HI",33422,"COMPLETED","Tasha Squirrel","tasha@bahringer.com"
